# shortcode,# animated,# emoji-ordering.txt,# group-variant,# emoticon,# tone-group
:person-feeding-baby:,,1F9D1 200D 1F37C ; fully-qualified # 🧑‍🍼 E13.0 person feeding baby,,,2
,,1F9D1 1F3FB 200D 1F37C ; fully-qualified # 🧑🏻‍🍼 E13.0 person feeding baby: light skin tone,group: 1F9D1 200D 1F37C,,2
,,1F9D1 1F3FC 200D 1F37C ; fully-qualified # 🧑🏼‍🍼 E13.0 person feeding baby: medium-light skin tone,group: 1F9D1 200D 1F37C,,2
,,1F9D1 1F3FD 200D 1F37C ; fully-qualified # 🧑🏽‍🍼 E13.0 person feeding baby: medium skin tone,group: 1F9D1 200D 1F37C,,2
,,1F9D1 1F3FE 200D 1F37C ; fully-qualified # 🧑🏾‍🍼 E13.0 person feeding baby: medium-dark skin tone,group: 1F9D1 200D 1F37C,,2
,,1F9D1 1F3FF 200D 1F37C ; fully-qualified # 🧑🏿‍🍼 E13.0 person feeding baby: dark skin tone,group: 1F9D1 200D 1F37C,,2
:woman-feeding-baby:,,1F469 200D 1F37C ; fully-qualified # 👩‍🍼 E13.0 woman feeding baby,group: 1F9D1 200D 1F37C,,2
,,1F469 1F3FB 200D 1F37C ; fully-qualified # 👩🏻‍🍼 E13.0 woman feeding baby: light skin tone,group: 1F9D1 200D 1F37C,,2
,,1F469 1F3FC 200D 1F37C ; fully-qualified # 👩🏼‍🍼 E13.0 woman feeding baby: medium-light skin tone,group: 1F9D1 200D 1F37C,,2
,,1F469 1F3FD 200D 1F37C ; fully-qualified # 👩🏽‍🍼 E13.0 woman feeding baby: medium skin tone,group: 1F9D1 200D 1F37C,,2
,,1F469 1F3FE 200D 1F37C ; fully-qualified # 👩🏾‍🍼 E13.0 woman feeding baby: medium-dark skin tone,group: 1F9D1 200D 1F37C,,2
,,1F469 1F3FF 200D 1F37C ; fully-qualified # 👩🏿‍🍼 E13.0 woman feeding baby: dark skin tone,group: 1F9D1 200D 1F37C,,2
:man-feeding-baby:,,1F468 200D 1F37C ; fully-qualified # 👨‍🍼 E13.0 man feeding baby,group: 1F9D1 200D 1F37C,,2
,,1F468 1F3FB 200D 1F37C ; fully-qualified # 👨🏻‍🍼 E13.0 man feeding baby: light skin tone,group: 1F9D1 200D 1F37C,,2
,,1F468 1F3FC 200D 1F37C ; fully-qualified # 👨🏼‍🍼 E13.0 man feeding baby: medium-light skin tone,group: 1F9D1 200D 1F37C,,2
,,1F468 1F3FD 200D 1F37C ; fully-qualified # 👨🏽‍🍼 E13.0 man feeding baby: medium skin tone,group: 1F9D1 200D 1F37C,,2
,,1F468 1F3FE 200D 1F37C ; fully-qualified # 👨🏾‍🍼 E13.0 man feeding baby: medium-dark skin tone,group: 1F9D1 200D 1F37C,,2
,,1F468 1F3FF 200D 1F37C ; fully-qualified # 👨🏿‍🍼 E13.0 man feeding baby: dark skin tone,group: 1F9D1 200D 1F37C,,2
,,,,,
,,# group: Animals and nature,,,
,,# subgroup: nature-flower,,,
":bouquet:,:flowers:",1,1F490 ; fully-qualified # 💐 bouquet,,,
:rose:,1,1F339 ; fully-qualified # 🌹 rose,,"@-,-'-,-",
:wilted-flower:,1,1F940 ; fully-qualified # 🥀 wilted flower,,,
:hibiscus:,,1F33A ; fully-qualified # 🌺 hibiscus,,,
:tulip:,,1F337 ; fully-qualified # 🌷 tulip,,,
:lotus:,,1FAB7 ; fully-qualified # 🪷 lotus                                ,,,
:cherry-blossom:,,1F338 ; fully-qualified # 🌸 cherry blossom,,,
:white-flower:,,1F4AE ; fully-qualified # 💮 white flower,,,
:rosette:,,1F3F5 FE0F ; fully-qualified # 🏵️ rosette,,,
:rosette:,,1F3F5 ; non-fully-qualified # 🏵 rosette,,,
:hyacinth:,,1FABB ; fully-qualified     # 🪻 E15.0 hyacinth,,,
:sunflower:,,1F33B ; fully-qualified # 🌻 sunflower,,,
:blossom:,,1F33C ; fully-qualified # 🌼 blossom,,,
,,,,,
,,# subgroup: nature-plant,,,
:fallen-leaf:,1,1F342 ; fully-qualified # 🍂 fallen leaf,,,
:maple-leaf:,,1F341 ; fully-qualified # 🍁 maple leaf,,,
:mushroom:,,1F344 ; fully-qualified # 🍄 mushroom,,,
:ear-of-rice:,,1F33E ; fully-qualified # 🌾 sheaf of rice,,,
:herb:,,1F33F ; fully-qualified # 🌿 herb,,,
":plant:,:seed:",1,1F331 ; fully-qualified # 🌱 seedling,,,
:leaves:,1,1F343 ; fully-qualified # 🍃 leaf fluttering in wind,,,
:shamrock:,,2618 FE0F ; fully-qualified # ☘️ shamrock,,,
:shamrock:,,2618 ; non-fully-qualified # ☘ shamrock,,,
":luck:,:four-leaf-clover:",1,1F340 ; fully-qualified # 🍀 four leaf clover,,,
:potted-plant:,,1FAB4 ; fully-qualified # 🪴 potted plant,,,
:cactus:,,1F335 ; fully-qualified # 🌵 cactus,,,
:palm-tree:,,1F334 ; fully-qualified # 🌴 palm tree,,,
:leafless-tree:,1,1FABE ; fully-qualified     # 🪾 E16.0 leafless tree,,,
:deciduous-tree:,,1F333 ; fully-qualified # 🌳 deciduous tree,,,
:evergreen-tree:,,1F332 ; fully-qualified # 🌲 evergreen tree,,,
:wood:,,1FAB5 ; fully-qualified # 🪵 wood,,,
:nest:,,1FAB9 ; fully-qualified     # 🪹 empty nest,,,
:nest-with-eggs:,,1FABA ; fully-qualified     # 🪺 nest with eggs,,,
,,,,,
,,# subgroup: nature-other,,,
:rock:,,1FAA8 ; fully-qualified # 🪨 rock,,,
":debris:, :landslide:",,1F6D8 ; fully-qualified     # 🛘 E17.0 landslide,,,
:mountain:,,26F0 FE0F ; fully-qualified # ⛰️ mountain,,,
:mountain:,,26F0 ; non-fully-qualified # ⛰ mountain,,,
:snow-mountain:,,1F3D4 FE0F ; fully-qualified # 🏔️ snow-capped mountain,,,
:snow-mountain:,,1F3D4 ; non-fully-qualified # 🏔 snow-capped mountain,,,
:snowman-with-snow:,,2603 FE0F ; fully-qualified # ☃️ snowman,,,
:snowman-with-snow:,,2603 ; non-fully-qualified # ☃ snowman,,,
:snowman:,,26C4 ; fully-qualified # ⛄ snowman without snow,,,
:thermometer:,,1F321 FE0F ; fully-qualified # 🌡️ thermometer,,,
:thermometer:,,1F321 ; non-fully-qualified # 🌡 thermometer,,,
":fire:,:burn:,:lit:",1,1F525 ; fully-qualified # 🔥 fire,,,
:volcano:,1,1F30B ; fully-qualified # 🌋 volcano,,,
:desert:,,1F3DC FE0F ; fully-qualified # 🏜️ desert,,,
:desert:,,1F3DC ; non-fully-qualified # 🏜 desert,,,
:national-park:,,1F3DE FE0F ; fully-qualified # 🏞️ national park,,,
:national-park:,,1F3DE ; non-fully-qualified # 🏞 national park,,,
:sunrise:,1,1F305 ; fully-qualified # 🌅 sunrise,,,
:sunrise-over-mountains:,1,1F304 ; fully-qualified # 🌄 sunrise over mountains,,,
:desert-island:,,1F3DD FE0F ; fully-qualified # 🏝️ desert island,,,
:desert-island:,,1F3DD ; non-fully-qualified # 🏝 desert island,,,
:beach:,,1F3D6 FE0F ; fully-qualified # 🏖️ beach with umbrella,,,
:beach:,,1F3D6 ; non-fully-qualified # 🏖 beach with umbrella,,,
,,,,,
,,# subgroup: nature-weather,,,
:ocean:,1,1F30A ; fully-qualified # 🌊 water wave,,,
:wind-face:,1,1F32C FE0F ; fully-qualified # 🌬️ wind face,,,
:wind-face:,,1F32C ; non-fully-qualified # 🌬 wind face,,,
":snowflake: ,:winter:,:cold:",1,2744 FE0F ; fully-qualified # ❄️ snowflake,,,
:snowflake:,1,2744 ; non-fully-qualified # ❄ snowflake,,,
:cyclone:,,1F300 ; fully-qualified # 🌀 cyclone,,,
:tornado:,1,1F32A FE0F ; fully-qualified # 🌪️ tornado,,,
:tornado:,1,1F32A ; non-fully-qualified # 🌪 tornado,,,
":electricity:,:zap:, :lightning:",1,26A1 ; fully-qualified # ⚡ high voltage,,,
:umbrella-in-rain:,,2614 ; fully-qualified # ☔ umbrella with rain drops,,,
:rainbow:,1,1F308 ; fully-qualified # 🌈 rainbow,,,
:droplet:,1,1F4A7 ; fully-qualified # 💧 droplet,,,
:cloud:,,2601 FE0F ; fully-qualified # ☁️ cloud,,,
:cloud:,,2601 ; non-fully-qualified # ☁ cloud,,,
:cloud-with-snow:,,1F328 FE0F ; fully-qualified # 🌨️ cloud with snow,,,
:cloud-with-snow:,,1F328 ; non-fully-qualified # 🌨 cloud with snow,,,
:rain-cloud:,1,1F327 FE0F ; fully-qualified # 🌧️ cloud with rain,,,
:rain-cloud:,1,1F327 ; non-fully-qualified # 🌧 cloud with rain,,,
:cloud-with-lightning:,1,1F329 FE0F ; fully-qualified # 🌩️ cloud with lightning,,,
:cloud-with-lightning:,1,1F329 ; non-fully-qualified # 🌩 cloud with lightning,,,
:cloud-with-lightning-and-rain:,,26C8 FE0F ; fully-qualified # ⛈️ cloud with lightning and rain,,,
:cloud-with-lightning-and-rain:,,26C8 ; non-fully-qualified # ⛈ cloud with lightning and rain,,,
:sun-behind-rain-cloud:,,1F326 FE0F ; fully-qualified # 🌦️ sun behind rain cloud,,,
:sun-behind-rain-cloud:,,1F326 ; non-fully-qualified # 🌦 sun behind rain cloud,,,
:sun-behind-large-cloud:,,1F325 FE0F ; fully-qualified # 🌥️ sun behind large cloud,,,
:sun-behind-large-cloud:,,1F325 ; non-fully-qualified # 🌥 sun behind large cloud,,,
:partly-sunny:,,26C5 ; fully-qualified # ⛅ sun behind cloud,,,
:sun-behind-small-cloud:,,1F324 FE0F ; fully-qualified # 🌤️ sun behind small cloud,,,
:sun-behind-small-cloud:,,1F324 ; non-fully-qualified # 🌤 sun behind small cloud,,,
:sunny:,,2600 FE0F ; fully-qualified # ☀️ sun,,,
:sunny:,,2600 ; non-fully-qualified # ☀ sun,,,
,,,,,
,,# subgroup: nature-celeste,,,
:sun-with-face:,1,1F31E ; fully-qualified # 🌞 sun with face,,,
:moon-face-full:,,1F31D ; fully-qualified # 🌝 full moon face,,<_<,
:moon-face-new:,,1F31A ; fully-qualified # 🌚 new moon face,,>_>,
:moon-face-last-quarter:,,1F31C ; fully-qualified # 🌜 last quarter moon face,,,
:moon-face-first-quarter:,,1F31B ; fully-qualified # 🌛 first quarter moon face,,,
:crescent-moon:,,1F319 ; fully-qualified # 🌙 crescent moon,,,
:star:,,2B50 ; fully-qualified # ⭐ star,,,
:glowing-star:,1,1F31F ; fully-qualified # 🌟 glowing star,,,
:sparkles:,,2728 ; fully-qualified # ✨ sparkles,,,
:hole:,,1F573 FE0F ; fully-qualified # 🕳️ hole,,,
:hole:,,1F573 ; non-fully-qualified # 🕳 hole,,,
:ringed-planet:,,1FA90 ; fully-qualified # 🪐 ringed planet,,,
:globe-showing-Europe-Africa:,1,1F30D ; fully-qualified # 🌍 globe showing Europe-Africa,,,
:globe-showing-Americas:,1,1F30E ; fully-qualified # 🌎 globe showing Americas,,,
:globe-showing-Asia-Australia:,1,1F30F ; fully-qualified # 🌏 globe showing Asia-Australia,,,
:fog:,,1F32B FE0F ; fully-qualified # 🌫️ fog,,,
:fog:,,1F32B ; non-fully-qualified # 🌫 fog,,,
:shooting-star:,,1F320 ; fully-qualified # 🌠 shooting star,,,
:milky-way:,,1F30C ; fully-qualified # 🌌 milky way,,,
:comet:,1,2604 FE0F ; fully-qualified # ☄️ comet,,,
:comet:,1,2604 ; non-fully-qualified # ☄ comet,,,
:new-moon:,,1F311 ; fully-qualified # 🌑 new moon,,,
:waxing-crescent-moon:,,1F312 ; fully-qualified # 🌒 waxing crescent moon,,,
:first-quarter-moon:,,1F313 ; fully-qualified # 🌓 first quarter moon,,,
:waxing-gibbous-moon:,,1F314 ; fully-qualified # 🌔 waxing gibbous moon,,,
:full-moon:,,1F315 ; fully-qualified # 🌕 full moon,,,
:waning-gibbous-moon:,,1F316 ; fully-qualified # 🌖 waning gibbous moon,,,
:last-quarter-moon:,,1F317 ; fully-qualified # 🌗 last quarter moon,,,
:waning-crescent-moon:,,1F318 ; fully-qualified # 🌘 waning crescent moon,,,
,,,,,
,,# subgroup: animal-faces,,,
:see-no-evil-monkey:,1,1F648 ; fully-qualified # 🙈 see-no-evil monkey,,,
:hear-no-evil-monkey:,1,1F649 ; fully-qualified # 🙉 hear-no-evil monkey,,,
:speak-no-evil-monkey:,1,1F64A ; fully-qualified # 🙊 speak-no-evil monkey,,,
:monkey-face:,,1F435 ; fully-qualified # 🐵 monkey face,,,
:lion-face:,,1F981 ; fully-qualified # 🦁 lion face,,,
:tiger-face:,,1F42F ; fully-qualified # 🐯 tiger face,,,
:cat-face:,,1F431 ; fully-qualified # 🐱 cat face,,=^.^=,
:dog-face:,,1F436 ; fully-qualified # 🐶 dog face,,▼・ᴥ・▼,
:wolf:,,1F43A ; fully-qualified # 🐺 wolf face,,,
:bear-face:,,1F43B ; fully-qualified # 🐻 bear face,,ʕ·ᴥ·ʔ,
:polar-bear:,,1F43B 200D 2744 FE0F ; fully-qualified # 🐻‍❄️ polar bear,,,
:polar-bear:,,1F43B 200D 2744 ; minimally-qualified # 🐻‍❄ polar bear,,,
:koala:,,1F428 ; fully-qualified # 🐨 koala,,,
:panda:,,1F43C ; fully-qualified # 🐼 panda face,,,
:hamster:,,1F439 ; fully-qualified # 🐹 hamster face,,,
:mouse-face:,,1F42D ; fully-qualified # 🐭 mouse face,,,
:rabbit-face:,,1F430 ; fully-qualified # 🐰 rabbit face,,,
:fox-face:,,1F98A ; fully-qualified # 🦊 fox face,,,
:cow-face:,1,1F42E ; fully-qualified # 🐮 cow face,,3:O,
:pig-face:,,1F437 ; fully-qualified # 🐷 pig face,,,
:snout:,,1F43D ; fully-qualified # 🐽 pig nose,,,
:boar:,,1F417 ; fully-qualified # 🐗 boar,,,
:unicorn:,1,1F984 ; fully-qualified # 🦄 unicorn face,,,
:horse-face:,,1F434 ; fully-qualified # 🐴 horse face,,,
:moose:,,1FACE ; fully-qualified     # 🫎 E15.0 moose,,,
:dragon-face:,,1F432 ; fully-qualified # 🐲 dragon face,,,
,,# subgroup: animal-reptile,,,
:lizard:,1,1F98E ; fully-qualified # 🦎 lizard,,,
:dragon:,1,1F409 ; fully-qualified # 🐉 dragon,,,
:t-rex:,1,1F996 ; fully-qualified # 🦖 T-Rex,,,
:dinosaur:,1,1F995 ; fully-qualified # 🦕 sauropod,,,
:turtle:,1,1F422 ; fully-qualified # 🐢 turtle,,,
:crocodile:,1,1F40A ; fully-qualified # 🐊 crocodile,,,
:snake:,1,1F40D ; fully-qualified # 🐍 snake,,～>゜）～～～～,
,,,,,
,,# subgroup: amphibian,,,
:frog:,1,1F438 ; fully-qualified # 🐸 frog face,,,
,,,,,
,,# subgroup: animals,,,
:rabbit:,1,1F407 ; fully-qualified # 🐇 rabbit,,,
:mouse:,,1F401 ; fully-qualified # 🐁 mouse,,<:3)~,
:rat:,1,1F400 ; fully-qualified # 🐀 rat,,,
:cat:,,1F408 ; fully-qualified # 🐈 cat,,,
:black-cat:,,1F408 200D 2B1B ; fully-qualified # 🐈‍⬛ black cat,,,
:poodle:,1,1F429 ; fully-qualified # 🐩 poodle,,,
:dog:,1,1F415 ; fully-qualified # 🐕 dog,,,
:guide-dog:,1,1F9AE ; fully-qualified # 🦮 guide dog,,,
:service-dog:,1,1F415 200D 1F9BA ; fully-qualified # 🐕‍🦺 service dog,,,
:pig:,1,1F416 ; fully-qualified # 🐖 pig,,,
:racehorse:,1,1F40E ; fully-qualified # 🐎 horse,,,
:donkey:,1,1FACF ; fully-qualified # 🫏 donkey,,,
:cow:,,1F404 ; fully-qualified # 🐄 cow,,,
:ox:,1,1F402 ; fully-qualified # 🐂 ox,,,
:water-buffalo:,,1F403 ; fully-qualified # 🐃 water buffalo,,,
:bison:,,1F9AC ; fully-qualified # 🦬 bison,,,
:ram:,,1F40F ; fully-qualified # 🐏 ram,,,
":sheep:,:ewe:",,1F411 ; fully-qualified # 🐑 ewe,,,
:goat:,1,1F410 ; fully-qualified # 🐐 goat,,,
:deer:,,1F98C ; fully-qualified # 🦌 deer,,,
:llama:,,1F999 ; fully-qualified # 🦙 llama,,,
:sloth:,,1F9A5 ; fully-qualified # 🦥 sloth,,,
:kangaroo:,1,1F998 ; fully-qualified # 🦘 kangaroo,,,
:zebra:,,1F993 ; fully-qualified # 🦓 zebra,,,
:elephant:,,1F418 ; fully-qualified # 🐘 elephant,,,
:mammoth:,,1F9A3 ; fully-qualified # 🦣 mammoth,,,
":rhino:,:rhinoceros:",,1F98F ; fully-qualified # 🦏 rhinoceros,,,
:hippo:,,1F99B ; fully-qualified # 🦛 hippopotamus,,,
:giraffe:,,1F992 ; fully-qualified # 🦒 giraffe,,,
:leopard:,,1F406 ; fully-qualified # 🐆 leopard,,,
:tiger:,1,1F405 ; fully-qualified # 🐅 tiger,,,
:monkey:,1,1F412 ; fully-qualified # 🐒 monkey,,,
:gorilla:,1,1F98D ; fully-qualified # 🦍 gorilla,,,
:orangutan:,1,1F9A7 ; fully-qualified # 🦧 orangutan,,,
:camel:,,1F42A ; fully-qualified # 🐪 camel,,,
:bactrian-camel:,,1F42B ; fully-qualified # 🐫 two-hump camel,,,
:chipmunk:,1,1F43F FE0F ; fully-qualified # 🐿️ chipmunk,,,
:chipmunk:,1,1F43F ; non-fully-qualified # 🐿 chipmunk,,,
:beaver:,,1F9AB ; fully-qualified # 🦫 beaver,,,
:raccoon:,,1F99D ; fully-qualified # 🦝 raccoon,,,
:skunk:,,1F9A8 ; fully-qualified # 🦨 skunk,,,
:badger:,,1F9A1 ; fully-qualified # 🦡 badger,,,
:hedgehog:,,1F994 ; fully-qualified # 🦔 hedgehog,,,
:otter:,1,1F9A6 ; fully-qualified # 🦦 otter,,(:3ꇤ⁐ꃳ,
:bat:,1,1F987 ; fully-qualified # 🦇 bat,,⎛⎝(•ⱅ•)⎠⎞,
,,,,,
,,# subgroup: animal-bird,,,
:wing:,,1FABD ; fully-qualified     # 🪽 wing,,,
:feather:,,1FAB6 ; fully-qualified # 🪶 feather,,,
:bird:,1,1F426 ; fully-qualified # 🐦 bird,,,
:black-bird:,1,1F426 200D 2B1B ; fully-qualified     # 🐦‍⬛ E15.0 black bird,,,
:rooster:,1,1F413 ; fully-qualified # 🐓 rooster,,,
:chicken:,,1F414 ; fully-qualified # 🐔 chicken,,,
:hatching-chick:,1,1F423 ; fully-qualified # 🐣 hatching chick,,,
:baby-chick:,1,1F424 ; fully-qualified # 🐤 baby chick,,,
:hatched-chick:,1,1F425 ; fully-qualified # 🐥 front-facing baby chick,,,
:eagle:,1,1F985 ; fully-qualified # 🦅 eagle,,,
:owl:,1,1F989 ; fully-qualified # 🦉 owl,,,
:parrot:,,1F99C ; fully-qualified # 🦜 parrot,,,
":peace:,:dove:",1,1F54A FE0F ; fully-qualified # 🕊️ dove,,,
":peace:,:dove:",1,1F54A ; non-fully-qualified # 🕊 dove,,,
:dodo:,,1F9A4 ; fully-qualified # 🦤 E13.0 dodo,,,
:swan:,,1F9A2 ; fully-qualified # 🦢 swan,,,
:duck:,,1F986 ; fully-qualified # 🦆 duck,,,
:goose:,1,1FABF ; fully-qualified     # 🪿 goose,,,
:flamingo:,,1F9A9 ; fully-qualified # 🦩 flamingo,,,
:peacock:,1,1F99A ; fully-qualified # 🦚 peacock,,,
:phoenix:,1,1F426 200D 1F525 ; fully-qualified # 🐦‍🔥 E15.1 phoenix,,,
:turkey:,,1F983 ; fully-qualified # 🦃 turkey,,,
:penguin:,,1F427 ; fully-qualified # 🐧 penguin,,"<("")",
,,# subgroup: animal-marine,,,
:seal:,1,1F9AD ; fully-qualified # 🦭 E13.0 seal,,,
:shark:,1,1F988 ; fully-qualified # 🦈 shark,,,
:orca:,,1FACD ; fully-qualified     # 🫍 E17.0 orca,,,
:dolphin:,1,1F42C ; fully-qualified # 🐬 dolphin,,,
:humpback-whale:,,1F40B ; fully-qualified # 🐋 whale,,,
:whale:,1,1F433 ; fully-qualified # 🐳 spouting whale,,,
:fish:,1,1F41F ; fully-qualified # 🐟 fish,,<><,
:tropical-fish:,,1F420 ; fully-qualified # 🐠 tropical fish,,,
:blowfish:,1,1F421 ; fully-qualified # 🐡 blowfish,,,
:shrimp:,,1F990 ; fully-qualified # 🦐 shrimp,,,
:lobster:,1,1F99E ; fully-qualified # 🦞 lobster,,,
:crab:,1,1F980 ; fully-qualified # 🦀 crab,,,
:squid:,,1F991 ; fully-qualified # 🦑 squid,,くコ:彡,
:octopus:,1,1F419 ; fully-qualified # 🐙 octopus,,,
:jellyfish:,1,1FABC ; fully-qualified # 🪼 jellyfish,,,
:oyster:,,1F9AA ; fully-qualified # 🦪 oyster,,,
:coral:,,1FAB8 ; fully-qualified # 🪸 coral                                ,,,
:bubbles:,1,1FAE7 ; fully-qualified     # 🫧 bubbles,,,
,,,,,
,,# subgroup: animal-arachnids,,,
:scorpion:,1,1F982 ; fully-qualified # 🦂 scorpion,,,
:spider:,1,1F577 ; non-fully-qualified # 🕷 spider,,/╲/\╭( ^-^)╮/\╱\,
:spider:,1,1F577 FE0F ; fully-qualified # 🕷️ spider,,,
:spider-web:,,1F578 FE0F ; fully-qualified # 🕸️ spider web,,,
:spider-web:,,1F578 ; non-fully-qualified # 🕸 spider web,,,
,,,,,
,,# subgroup: animal-bug,,,
:shell:,,1F41A ; fully-qualified # 🐚 spiral shell,,,
:snail:,1,1F40C ; fully-qualified # 🐌 snail,,,
:ant:,1,1F41C ; fully-qualified # 🐜 ant,,,
:cricket:,,1F997 ; fully-qualified # 🦗 cricket,,,
:beetle:,,1FAB2 ; fully-qualified # 🪲 beetle,,,
:mosquito:,1,1F99F ; fully-qualified # 🦟 mosquito,,,
:cockroach:,1,1FAB3 ; fully-qualified # 🪳 cockroach,,,
:fly:,1,1FAB0 ; fully-qualified # 🪰 fly,,,
:bee:,1,1F41D ; fully-qualified # 🐝 honeybee,,,
:lady-bug:,1,1F41E ; fully-qualified # 🐞 lady beetle,,,
:butterfly:,1,1F98B ; fully-qualified # 🦋 butterfly,,εїз,
:bug:,1,1F41B ; fully-qualified # 🐛 bug,,,
:worm:,1,1FAB1 ; fully-qualified # 🪱 E13.0 worm,,,
:microbe:,,1F9A0 ; fully-qualified # 🦠 microbe,,,
,,,,,
,,# subgroup: animal-symbol,,,
:paw prints:,1,1F43E ; fully-qualified # 🐾 paw prints,,,
,,,,,
,,# group: Food and drink,,,
,,# subgroup: crops,,,
:strawberry:,,1F353 ; fully-qualified # 🍓 strawberry,,,
:cherries:,,1F352 ; fully-qualified # 🍒 cherries,,,
:red-apple:,,1F34E ; fully-qualified # 🍎 red apple,,,
:tomato:,1,1F345 ; fully-qualified # 🍅 tomato,,,
:hot-pepper:,,1F336 FE0F ; fully-qualified # 🌶️ hot pepper,,,
:hot-pepper:,,1F336 ; non-fully-qualified # 🌶 hot pepper,,,
:watermelon:,,1F349 ; fully-qualified # 🍉 watermelon,,,
:peach:,,1F351 ; fully-qualified # 🍑 peach,,,
":tangerine:,:orange:,:mandarin:",,1F34A ; fully-qualified # 🍊 tangerine,,,
:carrot:,,1F955 ; fully-qualified # 🥕 carrot,,,
:mango:,,1F96D ; fully-qualified # 🥭 mango,,,
:pineapple:,,1F34D ; fully-qualified # 🍍 pineapple,,,
:banana:,,1F34C ; fully-qualified # 🍌 banana,,,
:ear-of-corn:,,1F33D ; fully-qualified # 🌽 ear of corn,,,
:lemon:,,1F34B ; fully-qualified # 🍋 lemon,,,
:lime:,,1F34B 200D 1F7E9; fully-qualified # 🍋‍🟩 lime,,,
:melon:,,1F348 ; fully-qualified # 🍈 melon,,,
:pear:,,1F350 ; fully-qualified # 🍐 pear,,,
:pea-pod:,,1FADB ; fully-qualified # 🫛 pea pod,,,
:leafy-green:,,1F96C ; fully-qualified # 🥬 leafy green,,,
:bell-pepper:,,1FAD1 ; fully-qualified # 🫑 E13.0 bell pepper,,,
:green-apple:,,1F34F ; fully-qualified # 🍏 green apple,,,
:kiwi-fruit:,,1F95D ; fully-qualified # 🥝 kiwi fruit,,,
:avocado:,,1F951 ; fully-qualified # 🥑 avocado,,,
:olive:,,1FAD2 ; fully-qualified # 🫒 olive,,,
:broccoli:,,1F966 ; fully-qualified # 🥦 broccoli,,,
:cucumber:,,1F952 ; fully-qualified # 🥒 cucumber,,,
:blueberries:,,1FAD0 ; fully-qualified # 🫐 E13.0 blueberries,,,
:grapes:,,1F347 ; fully-qualified # 🍇 grapes,,,
:eggplant:,,1F346 ; fully-qualified # 🍆 eggplant,,,
:roasted-sweet-potato:,,1F360 ; fully-qualified # 🍠 roasted sweet potato,,,
":root-vegetable:, :beet:, :turnip:",1,1FADC; fully-qualified # 🫜 root vegetable,,,
:coconut:,,1F965 ; fully-qualified # 🥥 coconut,,,
:potato:,,1F954 ; fully-qualified # 🥔 potato,,,
:brown-mushroom:,,1F344 200D 1F7EB ; fully-qualified # 🍄‍🟫 brown mushroom,,,
:onion:,,1F9C5 ; fully-qualified # 🧅 onion,,,
:ginger:,,1FADA ; fully-qualified     # 🫚 E15.0 ginger root,,,
:garlic:,,1F9C4 ; fully-qualified # 🧄 garlic,,,
:beans:,,1FAD8 ; fully-qualified     # 🫘 E14.0 beans,,,
,,,,,
,,# subgroup: nuts,,,
:chestnut:,,1F330 ; fully-qualified # 🌰 chestnut,,,
:peanuts:,,1F95C ; fully-qualified # 🥜 peanuts,,,
,,,,,
,,# subgroup: food-prepared,,,
:bread:,,1F35E ; fully-qualified # 🍞 bread,,,
:flatbread:,,1FAD3 ; fully-qualified # 🫓 E13.0 flatbread,,,
:croissant:,,1F950 ; fully-qualified # 🥐 croissant,,,
:baguette-bread:,,1F956 ; fully-qualified # 🥖 baguette bread,,,
:bagel:,,1F96F ; fully-qualified # 🥯 bagel,,,
:waffle:,,1F9C7 ; fully-qualified # 🧇 waffle,,,
:pancakes:,,1F95E ; fully-qualified # 🥞 pancakes,,,
:cooking:,1,1F373 ; fully-qualified # 🍳 cooking,,,
,,,,,
,,# subgroup: proteins,,,
:egg:,,1F95A ; fully-qualified # 🥚 egg,,,
:cheese-wedge:,,1F9C0 ; fully-qualified # 🧀 cheese wedge,,,
:bacon:,,1F953 ; fully-qualified # 🥓 bacon,,,
:cut-of-meat:,,1F969 ; fully-qualified # 🥩 cut of meat,,,
:poultry-leg:,,1F357 ; fully-qualified # 🍗 poultry leg,,,
:meat-on-bone:,,1F356 ; fully-qualified # 🍖 meat on bone,,,
:hamburger:,,1F354 ; fully-qualified # 🍔 hamburger,,,
:hot-dog:,,1F32D ; fully-qualified # 🌭 hot dog,,,
:sandwich:,,1F96A ; fully-qualified # 🥪 sandwich,,,
:pretzel:,,1F968 ; fully-qualified # 🥨 pretzel,,,
:french-fries:,,1F35F ; fully-qualified # 🍟 french fries,,,
:pizza:,,1F355 ; fully-qualified # 🍕 pizza,,,
:tamale:,,1FAD4 ; fully-qualified # 🫔 E13.0 tamale,,,
:taco:,,1F32E ; fully-qualified # 🌮 taco,,,
:burrito:,1,1F32F ; fully-qualified # 🌯 burrito,,,
:stuffed-flatbread:,,1F959 ; fully-qualified # 🥙 stuffed flatbread,,,
:falafel:,,1F9C6 ; fully-qualified # 🧆 falafel,,,
:shallow-pan-of-food:,,1F958 ; fully-qualified # 🥘 shallow pan of food,,,
:spaghetti:,1,1F35D ; fully-qualified # 🍝 spaghetti,,,
:canned-food:,,1F96B ; fully-qualified # 🥫 canned food,,,
:fondue:,,1FAD5 ; fully-qualified # 🫕 E13.0 fondue,,,
:bowl-with-spoon:,,1F963 ; fully-qualified # 🥣 bowl with spoon,,,
:green-salad:,,1F957 ; fully-qualified # 🥗 green salad,,,
:pot-of-food:,,1F372 ; fully-qualified # 🍲 pot of food,,,
:curry-rice:,,1F35B ; fully-qualified # 🍛 curry rice,,,
